sim_id,timestamp,X_min,X_max,Y_min,Y_max,Z_min,Z_max,T,press,Darcy_V_X,Darcy_V_Y,Darcy_V_Z,static_1,static_2,static_3,static_4,static_5,static_6,static_7,static_8,static_9,static_10,static_11,static_12,static_13,static_14,target_1,target_2,target_3,target_4_pa,target_5
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-2800.85313053749,-2427.4060464658296,377.4178636700673,43470881.641328506,-2.6721307547400572e-05,-7.247500030308741e-06,0.0009650029661598204,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-2427.4060464658296,-2053.9589623941647,363.8806927922917,43476480.35780115,1.401285948383123e-05,-3.985105593707795e-05,0.000982788892981838,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-2053.9589623941647,-1680.511878322495,351.2030010101612,43443326.991836205,2.628302078011921e-05,-6.442590437220885e-06,0.0009756137757818905,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-1680.511878322495,-1307.06479425083,338.7311513089777,43662288.51742283,-3.431471779561325e-05,-1.2964779539083032e-06,7.416932932439264e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-1307.06479425083,-933.6177101791659,324.98906198790286,43476767.198849656,2.601383580693906e-05,9.141387000137471e-06,5.780435155175488e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-933.6177101791659,-560.170626107499,311.7236425301776,43723675.08487683,-8.27990857258319e-06,3.1296105849332528e-06,-2.7604830184341518e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-560.170626107499,-186.72354203583302,299.92363517966646,44175118.55403372,5.15776116800023e-05,1.5283858828942342e-05,-2.2251968670449277e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647436.9505599965,647565.5026399975,-186.723542035833,186.723542035833,285.8464055182025,44235104.52117334,-6.778164843018152e-06,2.2571659334610825e-05,-4.0914252506325793e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-2800.85313053749,-2427.4060464658296,370.0798549863087,43703620.97770697,1.6764550184390455e-05,3.044949911702016e-05,0.0010114993858150478,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-2427.4060464658296,-2053.9589623941647,364.04865263149446,44006087.59957557,4.316568280032226e-05,3.378604200004324e-05,0.000974092391524432,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-2053.9589623941647,-1680.511878322495,352.00984228784876,43716637.62215379,-1.0905293024928776e-05,4.071219555661654e-05,0.00096726896035413,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-1680.511878322495,-1307.06479425083,337.5151660656592,43988651.09004676,-4.227007744794358e-05,-2.45315467374835e-05,7.999230818547362e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-1307.06479425083,-933.6177101791659,324.90874346805884,43811334.99739015,1.0400154502517217e-05,1.5242584125250055e-05,8.518717630984732e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-933.6177101791659,-560.170626107499,310.9294610338306,43666451.735640764,-6.372371961473018e-05,1.4063150967847617e-06,8.994382338596683e-06,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-560.170626107499,-186.72354203583302,299.24980308534606,44046799.74171805,-6.233304441311144e-06,2.255780253654643e-05,7.023137453608981e-06,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647565.5026399975,647694.054719998,-186.723542035833,186.723542035833,285.4054916235865,44044113.29279741,3.461839496385719e-05,3.7744337145554784e-05,-9.488935171672605e-06,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647694.054719998,647822.606799998,-2800.85313053749,-2427.4060464658296,364.22458139116907,44017703.583933406,-3.1094867994269653e-06,2.1615130518306827e-05,0.0009659600130254097,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647694.054719998,647822.606799998,-2427.4060464658296,-2053.9589623941647,364.5795962597127,43441426.87612268,-2.3447261123333162e-05,2.849529021133654e-06,0.001031145793281204,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647694.054719998,647822.606799998,-2053.9589623941647,-1680.511878322495,351.1723415856385,44075799.166440666,3.617327283117598e-06,2.330311154750821e-05,0.0009413570305664201,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647694.054719998,647822.606799998,-1680.511878322495,-1307.06479425083,338.6940583254811,43742058.405215316,2.031242044543194e-05,-5.4273646436125054e-05,0.0001121910392065544,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
1,2024-02-01T05:04:31,4144461.973166625,4144597.214833295,647694.054719998,647822.606799998,-1307.06479425083,-933.6177101791659,324.7726400943388,44070648.749938056,1.7813377345854498e-05,2.1981428734818404e-05,9.369513977940642e-05,22.0665722315523,304.095894867418,0.0005284762111469,0.0348230198524853,1466.15455239432,1931.90375731985,2467.08381240053,1.74647621483584,2.65308434456695,3.56040290097691,768.356898166888,857.489301509883,888.498151926761,13.0,-0.796440618281217,0.379540077125116,-1.10653316222237,43303903.5291068,1.83880685072331e-08
